,Transaction Date,Description,Institution,Account,Category,Is Hidden,Is Pending,Amount,Standardized Description,Master Category
1332,2024-04-03,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,7.21,AUTOMATIC STATEMENT CREDIT,INCOME
1333,2024-04-02,YSI SUMMIT AT STONEBRI TX,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-50.0,YSI SUMMIT AT STONEBRI TX,BILLS AND UTILITIES
1334,2024-04-02,BELL WEB PMTS WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1434.47,BELL WEB PMTS WEB ID,BILLS AND UTILITIES
1335,2024-04-01,CRUNCH FRISCO,Chase - via Direct Web API,CHASE FREEDOM,GYM,No,No,-10.0,CRUNCH FRISCO,HEALTH
1336,2024-04-01,APLPAY HELLO INDIA PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-2.0,HELLO INDIA,FOOD AND DINING
1337,2024-04-01,COSTCO WHSE PLANO TX,Chase - via Direct Web API,CHASE CHECKING,GROCERIES,No,No,-63.66,COSTCO,SHOPPING/GROCERIES
1338,2024-04-01,COSTCO WHSE PLANO TX,Chase - via Direct Web API,CHASE CHECKING,GROCERIES,No,No,-5.39,COSTCO,SHOPPING/GROCERIES
1339,2024-04-01,APPLECARD GSBANK PAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-227.26,APPLECARD GSBANK PAYMENT WEB ID,MISCELLANEOUS
1340,2024-04-01,COSTCO WHSE PLANO TX,Chase - via Direct Web API,CHASE CHECKING,GROCERIES,No,No,-120.0,COSTCO,SHOPPING/GROCERIES
1341,2024-03-31,KROGER PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GROCERIES,No,No,-39.44,KROGER PLANO TX,SHOPPING/GROCERIES
1342,2024-03-31,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,74.02,INTEREST PAID,INCOME
1343,2024-03-31,APLPAY STARBUCKS WA,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-10.0,STARBUCKS,FOOD AND DINING
1344,2024-03-30,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
1345,2024-03-30,SARAVANAA BHAVAN PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-22.17,SARAVANAA BHAVAN PLANO,FOOD AND DINING
1346,2024-03-30,PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-41.83,PLANO TX,BILLS AND UTILITIES
1347,2024-03-29,SWADESHI PLAZA CASTLE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-7.56,SWADESHI PLAZA CASTLE,FOOD AND DINING
1348,2024-03-29,SWADESHI PLAZA CASTLE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-17.28,SWADESHI PLAZA CASTLE,FOOD AND DINING
1349,2024-03-29,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
1350,2024-03-29,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-772.03,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
1351,2024-03-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-256.52,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
1352,2024-03-28,DUNKIN PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.81,DUNKIN,FOOD AND DINING
1353,2024-03-28,SWADESHI PLAZA CASTLE,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-16.22,SWADESHI PLAZA CASTLE,FOOD AND DINING
1354,2024-03-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,256.52,DIRECTPAY FULL BALANCE,INCOME
1355,2024-03-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,772.03,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
1356,2024-03-27,TARGET FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-61.04,TARGET,SHOPPING/GROCERIES
1357,2024-03-26,CHICKFILA,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-26.69,CHICKFILA,FOOD AND DINING
1358,2024-03-26,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-8.23,STARBUCKS,FOOD AND DINING
1359,2024-03-26,BIGDASH ICECREAM&PASTR,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-6.48,BIGDASH ICECREAM&PASTR,FOOD AND DINING
1360,2024-03-26,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,268.04,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
1361,2024-03-26,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-268.04,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
1362,2024-03-25,PANERA BREAD P FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.8,PANERA BREAD P FRISCO TX,FOOD AND DINING
1363,2024-03-25,HELLO INDIA PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-4.61,HELLO INDIA,FOOD AND DINING
1364,2024-03-24,SQ DESI VILLAGE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-32.45,SQ DESI VILLAGE,FOOD AND DINING
1365,2024-03-24,PANERA BREAD P FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-7.01,PANERA BREAD P FRISCO TX,FOOD AND DINING
1366,2024-03-24,IKEAFRISCO REST FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-6.5,IKEAFRISCO REST FRISCO TX,FOOD AND DINING
1367,2024-03-24,IKEA FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,FURNITURE & HOME DECOR,No,No,-3.25,IKEA FRISCO TX,SHOPPING/GROCERIES
1368,2024-03-23,PATEL BROTHERS,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-48.86,PATEL BROTHERS,SHOPPING/GROCERIES
1369,2024-03-23,APLPAY TST KARYA SIFRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-7.49,APLPAY TST KARYA SIFRISCO TX,FOOD AND DINING
1370,2024-03-23,APLPAY STARBUCKS STOPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-7.14,STARBUCKS,FOOD AND DINING
1371,2024-03-22,SWADESHI PLAZA CASTLE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-9.73,SWADESHI PLAZA CASTLE,FOOD AND DINING
1372,2024-03-22,ONLINE TAX AND ACCOUNT,Chase - via Direct Web API,CHASE FREEDOM,TAXES,No,No,-200.0,ONLINE TAX AND ACCOUNT,MISCELLANEOUS
1373,2024-03-22,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-300.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
1374,2024-03-21,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,300.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
1375,2024-03-21,TXU BILL PAYMENT,Chase - via Direct Web API,CHASE FREEDOM,"ENERGY, GAS & ELECTRIC",No,No,-12.06,TXU BILL PAYMENT,BILLS AND UTILITIES
1376,2024-03-21,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-35.92,TARGET,SHOPPING/GROCERIES
1377,2024-03-21,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-8.36,TARGET,SHOPPING/GROCERIES
1378,2024-03-21,TARGET FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-2.98,TARGET,SHOPPING/GROCERIES
1379,2024-03-20,BIGDASH ICECREAM&PASTR,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-12.42,BIGDASH ICECREAM&PASTR,FOOD AND DINING
1380,2024-03-20,FEDEX FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHIPPING & HANDLING,No,No,-4.48,FEDEX FRISCO TX,MISCELLANEOUS
1381,2024-03-19,SWADESHI PLAZA CASTLE,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-7.57,SWADESHI PLAZA CASTLE,FOOD AND DINING
1382,2024-03-19,DEPARTMENT OF MOTOR VE,Chase - via Direct Web API,CHASE FREEDOM,AUTO & TRANSPORT,No,No,-11.0,DEPARTMENT OF MOTOR VE,BILLS AND UTILITIES
1383,2024-03-19,PANERA BREAD K FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-6.17,PANERA BREAD K FRISCO TX,FOOD AND DINING
1384,2024-03-19,BIGDASH ICECREAM&PASTRIE FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,FAST FOOD & CONVENIENCE,No,No,-2.71,BIGDASH ICECREAM&PASTRIE FRISCO TX,FOOD AND DINING
1385,2024-03-19,VIDIQ CA,Discover Credit Card - via Direct Web Access,DISCOVER,SUBSCRIPTIONS,No,No,-10.0,VIDIQ CA,SUBSCRIPTIONS
1386,2024-03-19,FEDEX FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHIPPING & HANDLING,No,No,-1.23,FEDEX FRISCO TX,MISCELLANEOUS
1387,2024-03-18,TORCHYS FRISCO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-20.23,TORCHYS FRISCO,FOOD AND DINING
1388,2024-03-18,TXU BILL PAYMENT,Chase - via Direct Web API,CHASE FREEDOM,"ENERGY, GAS & ELECTRIC",No,No,-83.58,TXU BILL PAYMENT,BILLS AND UTILITIES
1389,2024-03-18,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
1390,2024-03-18,L.E.A.D OLYMPUS,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-10.0,L.E.A.D OLYMPUS,FOOD AND DINING
1391,2024-03-18,STRATA SCRATCH LLC TX,Discover Credit Card - via Direct Web Access,DISCOVER,SUBSCRIPTIONS,No,No,-19.2,STRATA SCRATCH LLC TX,SUBSCRIPTIONS
1392,2024-03-18,INTEREST PAYMENT,Chase - via Direct Web API,CHASE SAVINGS,INTEREST INCOME,No,No,0.03,INTEREST PAYMENT,INCOME
1393,2024-03-17,PATEL BROTHERS,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-55.84,PATEL BROTHERS,SHOPPING/GROCERIES
1394,2024-03-17,VIVEK FLOWERS FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GIFTS,No,No,-4.33,VIVEK FLOWERS FRISCO TX,SHOPPING/GROCERIES
1395,2024-03-17,NTTA AUTOCHARGE TX,Discover Credit Card - via Direct Web Access,DISCOVER,TOLLS,No,No,-10.0,NTTA AUTOCHARGE TX,BILLS AND UTILITIES
1396,2024-03-17,APLPAY STARBUCKS STOPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-7.14,STARBUCKS,FOOD AND DINING
1397,2024-03-16,SQ PACIUGO GELATO C,Chase - via Direct Web API,CHASE FREEDOM,FOOD,No,No,-7.58,SQ PACIUGO GELATO C,FOOD AND DINING
1398,2024-03-16,AAB,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-46.96,AAB,FOOD AND DINING
1399,2024-03-16,PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-45.36,PLANO TX,BILLS AND UTILITIES
1400,2024-03-16,STARBUCKS STORE DALLAS TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-7.14,STARBUCKS,FOOD AND DINING
1401,2024-03-15,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-83.18,WALMART,SHOPPING/GROCERIES
1402,2024-03-15,DOMINOS,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-22.72,DOMINOS,FOOD AND DINING
1403,2024-03-15,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1404,2024-03-15,SWADESHI PLAZA CASTLE,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-9.73,SWADESHI PLAZA CASTLE,FOOD AND DINING
1405,2024-03-15,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
1406,2024-03-15,TMOBILE PCS SVC WEB ID,Chase - via Direct Web API,CHASE CHECKING,"PHONE, INTERNET & CABLE",No,No,-275.91,TMOBILE PCS SVC WEB ID,BILLS AND UTILITIES
1407,2024-03-14,TST VELVET TACO GRA,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-26.69,TST VELVET TACO GRA,FOOD AND DINING
1408,2024-03-14,PANERA BREAD K FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.8,PANERA BREAD K FRISCO TX,FOOD AND DINING
1409,2024-03-13,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1410,2024-03-12,THE HALAL GUYS PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-31.78,THE HALAL GUYS PLANO,FOOD AND DINING
1411,2024-03-12,PANERA BREAD K FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.8,PANERA BREAD K FRISCO TX,FOOD AND DINING
1412,2024-03-12,FOREIGN FEE,Chase - via Direct Web API,CHASE FREEDOM,BANK FEE,No,No,-0.07,FOREIGN FEE,MISCELLANEOUS
1413,2024-03-11,GOOGLE YOUTUBEPREMIUM,Chase - via Direct Web API,CHASE FREEDOM,SUBSCRIPTIONS,No,No,-2.58,GOOGLE YOUTUBEPREMIUM,SUBSCRIPTIONS
1414,2024-03-10,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-7.9,STARBUCKS,FOOD AND DINING
1415,2024-03-10,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-21.27,TARGET,SHOPPING/GROCERIES
1416,2024-03-09,PATEL BROTHERS,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-10.4,PATEL BROTHERS,SHOPPING/GROCERIES
1417,2024-03-09,BIGDASH ICECREAM&PASTR,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-2.71,BIGDASH ICECREAM&PASTR,FOOD AND DINING
1418,2024-03-09,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1419,2024-03-09,CAVA STONEBRIAR,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-26.2,CAVA STONEBRIAR,FOOD AND DINING
1420,2024-03-09,MICROSOFT,Chase - via Direct Web API,CHASE FREEDOM,ELECTRONICS & SOFTWARE,No,No,-9.84,MICROSOFT,SHOPPING/GROCERIES
1421,2024-03-09,CENTRE PRESTONRIDGE AYS FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-74.0,CENTRE PRESTONRIDGE AYS FRISCO TX,FOOD AND DINING
1422,2024-03-09,APLPAY MARSHALLS FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,CLOTHING,No,No,-34.61,APLPAY MARSHALLS FRISCO TX,SHOPPING/GROCERIES
1423,2024-03-08,WALMART SUPERCENTERPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHOPPING,No,No,-29.06,WALMART,SHOPPING/GROCERIES
1424,2024-03-08,ROBINHOOD DEBITS WEB ID,Chase - via Direct Web API,CHASE CHECKING,INVESTMENT SAVINGS,No,No,-300.0,ROBINHOOD DEBITS WEB ID,MISCELLANEOUS
1425,2024-03-08,ESPN PLUS,Chase - via Direct Web API,CHASE FREEDOM,SUBSCRIPTIONS,No,No,-11.87,ESPN PLUS,SUBSCRIPTIONS
1426,2024-03-07,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,Robinhood,ROBINHOOD,INVESTMENT TRANSFERS,No,No,300.0,DEPOSIT OF INTO ROBINHOOD BROKERAGE ACCOUNT ENDING IN,MISCELLANEOUS
1427,2024-03-07,TARGET,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-11.67,TARGET,SHOPPING/GROCERIES
1428,2024-03-07,TARGET FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-2.98,TARGET,SHOPPING/GROCERIES
1429,2024-03-07,ATT UVERSE PAYMENT TX,American Express - Amex Account - via Direct Web Access,AMEX,"PHONE, INTERNET & CABLE",No,No,-55.58,ATT UVERSE PAYMENT TX,BILLS AND UTILITIES
1430,2024-03-07,CRUNCH FIT CLUB FEES PPD ID,Chase - via Direct Web API,CHASE CHECKING,GYM,No,No,-34.71,CRUNCH FIT CLUB FEES PPD ID,HEALTH
1431,2024-03-06,SKILLSYNCER PREMIUM,Chase - via Direct Web API,CHASE FREEDOM,INSURANCE,No,No,-14.95,SKILLSYNCER PREMIUM,BILLS AND UTILITIES
1432,2024-03-06,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1433,2024-03-06,SWADESHI PLAZA CASTLE,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-29.45,SWADESHI PLAZA CASTLE,FOOD AND DINING
1434,2024-03-06,SWADESHI PLAZA CASTLE,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-5.99,SWADESHI PLAZA CASTLE,FOOD AND DINING
1435,2024-03-06,SWADESHI PLAZA CASTLE,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-2.15,SWADESHI PLAZA CASTLE,FOOD AND DINING
1436,2024-03-06,SWADESHI PLAZA CASTLE,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-6.47,SWADESHI PLAZA CASTLE,FOOD AND DINING
1437,2024-03-05,TROPICAL SMOOTHIE CAFE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-13.83,TROPICAL SMOOTHIE CAFE,FOOD AND DINING
1438,2024-03-05,USCIS DC,American Express - Amex Account - via Direct Web Access,AMEX,PAYMENT,No,No,-370.0,USCIS DC,MISCELLANEOUS
1439,2024-03-05,USCIS DC,American Express - Amex Account - via Direct Web Access,AMEX,PAYMENT,No,No,-370.0,USCIS DC,MISCELLANEOUS
1440,2024-03-04,STARBUCKS STORE,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-12.72,STARBUCKS,FOOD AND DINING
1441,2024-03-04,AUTOMATIC STATEMENT CREDIT,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,5.28,AUTOMATIC STATEMENT CREDIT,INCOME
1442,2024-03-04,BELL WEB PMTS PNCBWF WEB ID,Chase - via Direct Web API,CHASE CHECKING,RENT,No,No,-1427.24,BELL WEB PMTS PNCBWF WEB ID,BILLS AND UTILITIES
1443,2024-03-03,SARAVANAA BHAVAN PLANO,Chase - via Direct Web API,CHASE FREEDOM,RESTAURANTS/DINING,No,No,-17.75,SARAVANAA BHAVAN PLANO,FOOD AND DINING
1444,2024-03-03,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1445,2024-03-03,SWADESHI PLAZA CASTLE,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-5.4,SWADESHI PLAZA CASTLE,FOOD AND DINING
1446,2024-03-03,PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,GAS & FUEL,No,No,-31.95,PLANO TX,BILLS AND UTILITIES
1447,2024-03-03,STARBUCKS STORE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.87,STARBUCKS,FOOD AND DINING
1448,2024-03-03,DUNKIN PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-2.69,DUNKIN,FOOD AND DINING
1449,2024-03-03,BIGDASH ICECREAM&PASTRIE FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,FAST FOOD & CONVENIENCE,No,No,-11.89,BIGDASH ICECREAM&PASTRIE FRISCO TX,FOOD AND DINING
1450,2024-03-01,CHIPOTLE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-22.89,CHIPOTLE,FOOD AND DINING
1451,2024-03-01,WALMART,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-55.24,WALMART,SHOPPING/GROCERIES
1452,2024-03-01,SCHWAB BROKERAGE MONEYLINK WEB ID,Chase - via Direct Web API,CHASE CHECKING,TRANSFERS,No,No,-350.0,SCHWAB BROKERAGE MONEYLINK WEB ID,MISCELLANEOUS
1453,2024-03-01,APPLECARD GSBANK PAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-263.37,APPLECARD GSBANK PAYMENT WEB ID,MISCELLANEOUS
1454,2024-02-29,PATEL BROTHERS OF PLAN,Chase - via Direct Web API,CHASE FREEDOM,GROCERIES,No,No,-61.09,PATEL BROTHERS OF PLAN,SHOPPING/GROCERIES
1455,2024-02-29,INTEREST PAID,Goldman Sachs - Marcus - via Direct Web Access,GOLDMAN SACHS,INTEREST INCOME,No,No,68.99,INTEREST PAID,INCOME
1456,2024-02-29,INTEREST PAID,Charles Schwab US,CHARLES SCHWAB CHECKING,INTEREST INCOME,No,No,0.02,INTEREST PAID,INCOME
1457,2024-02-29,CHASE CREDIT CRD AUTOPAY PPD ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-742.37,CHASE CREDIT CRD AUTOPAY PPD ID,MISCELLANEOUS
1458,2024-02-29,DISCOVER EPAYMENT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-399.95,DISCOVER EPAYMENT WEB ID,MISCELLANEOUS
1459,2024-02-28,FBV STUDIO MOVIE G,Chase - via Direct Web API,CHASE FREEDOM,ENTERTAINMENT,No,No,-13.58,FBV STUDIO MOVIE G,ENTERTAINMENT
1460,2024-02-28,DIRECTPAY FULL BALANCE,Discover Credit Card - via Direct Web Access,DISCOVER,INCOME,No,No,399.95,DIRECTPAY FULL BALANCE,INCOME
1461,2024-02-28,TARGET FRISCO TX,Discover Credit Card - via Direct Web Access,DISCOVER,SHOPPING,No,No,-9.22,TARGET,SHOPPING/GROCERIES
1462,2024-02-28,SWADESHI PLAZA CASTLE,Discover Credit Card - via Direct Web Access,DISCOVER,RESTAURANTS/DINING,No,No,-2.17,SWADESHI PLAZA CASTLE,FOOD AND DINING
1463,2024-02-28,APLPAY TARGET FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,SHOPPING,No,No,-2.98,TARGET,SHOPPING/GROCERIES
1464,2024-02-28,AUTOMATIC PAYMENT THANK,Chase - via Direct Web API,CHASE FREEDOM,CREDIT CARD PAYMENT,No,No,742.37,AUTOMATIC PAYMENT THANK,MISCELLANEOUS
1465,2024-02-27,STARBUCKS STORE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-9.63,STARBUCKS,FOOD AND DINING
1466,2024-02-27,APLPAY PANERA BREAD FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-2.8,APLPAY PANERA BREAD FRISCO TX,FOOD AND DINING
1467,2024-02-27,AUTOPAY PAYMENT THANK YOU,American Express - Amex Account - via Direct Web Access,AMEX,CREDIT CARD PAYMENT,No,No,312.2,AUTOPAY PAYMENT THANK YOU,MISCELLANEOUS
1468,2024-02-27,AMERICAN EXPRESS PMT WEB ID,Chase - via Direct Web API,CHASE CHECKING,CREDIT CARD PAYMENT,No,No,-312.2,AMERICAN EXPRESS PMT WEB ID,MISCELLANEOUS
1469,2024-02-26,WEBBLUEHOSTCOM UT,American Express - Amex Account - via Direct Web Access,AMEX,GROCERIES,No,No,-25.79,WEBBLUEHOSTCOM UT,SHOPPING/GROCERIES
1470,2024-02-26,APLPAY PANERA BREAD FRISCO TX,American Express - Amex Account - via Direct Web Access,AMEX,COFFEE,No,No,-2.8,APLPAY PANERA BREAD FRISCO TX,FOOD AND DINING
1471,2024-02-26,HELLO INDIA PLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,RESTAURANTS/DINING,No,No,-3.0,HELLO INDIA,FOOD AND DINING
1472,2024-02-25,CHIPOTLE,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-19.7,CHIPOTLE,FOOD AND DINING
1473,2024-02-25,CINEMARK THEATRES PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,ENTERTAINMENT,No,No,-21.66,CINEMARK THEATRES PLANO TX,ENTERTAINMENT
1474,2024-02-25,STARBUCKS STORE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,COFFEE,No,No,-12.72,STARBUCKS,FOOD AND DINING
1475,2024-02-25,CHIPOTLE PLANO TX,Discover Credit Card - via Direct Web Access,DISCOVER,FAST FOOD & CONVENIENCE,No,No,-3.19,CHIPOTLE PLANO TX,FOOD AND DINING
1476,2024-02-25,APLPAY CINEMARK THEAPLANO TX,American Express - Amex Account - via Direct Web Access,AMEX,ENTERTAINMENT,No,No,-14.24,APLPAY CINEMARK THEAPLANO TX,ENTERTAINMENT
1477,2024-02-23,TACO BELL,Chase - via Direct Web API,CHASE FREEDOM,FAST FOOD & CONVENIENCE,No,No,-15.52,TACO BELL,FOOD AND DINING
1478,2024-02-23,PANERA BREAD K,Chase - via Direct Web API,CHASE FREEDOM,COFFEE,No,No,-2.8,PANERA BREAD K,FOOD AND DINING
1479,2024-02-23,WM SUPERCENTER,Chase - via Direct Web API,CHASE FREEDOM,SHOPPING,No,No,-86.89,WALMART,SHOPPING/GROCERIES
1480,2024-02-23,NTTA AUTOCHARGE TX,Discover Credit Card - via Direct Web Access,DISCOVER,TOLLS,No,No,-10.0,NTTA AUTOCHARGE TX,BILLS AND UTILITIES
